"1","data/images/input_81_1_5.jpg","4"
"2","data/images/input_32_1_7.jpg","6"
"3","data/images/input_41_8_12.jpg","100"
"4","data/images/input_33_2_15.jpg","100000000"
"5","data/images/input_34_9_4.jpg","3"
"6","data/images/input_31_10_11.jpg","10"
"7","data/images/input_83_5_3.jpg","2"
"8","data/images/input_34_8_5.jpg","4"
"9","data/images/input_48_9_8.jpg","7"
"10","data/images/input_64_4_8.jpg","7"
"11","data/images/input_40_9_9.jpg","8"
"12","data/images/input_18_2_7.jpg","6"
"13","data/images/input_40_5_10.jpg","9"
"14","data/images/input_91_2_8.jpg","7"
"15","data/images/input_5_2_7.jpg","6"
"16","data/images/input_95_7_9.jpg","8"
"17","data/images/input_71_9_2.jpg","1"
"18","data/images/input_76_5_9.jpg","8"
"19","data/images/input_95_3_13.jpg","1000"
"20","data/images/input_17_4_5.jpg","4"
"21","data/images/input_17_1_4.jpg","3"
"22","data/images/input_89_8_7.jpg","6"
"23","data/images/input_45_2_15.jpg","100000000"
"24","data/images/input_93_10_10.jpg","9"
"25","data/images/input_25_8_4.jpg","3"
"26","data/images/input_27_6_5.jpg","4"
"27","data/images/input_90_8_7.jpg","6"
"28","data/images/input_66_6_15.jpg","100000000"
"29","data/images/input_1_10_14.jpg","10000"
"30","data/images/input_13_10_4.jpg","3"
"31","data/images/input_20_5_7.jpg","6"
"32","data/images/input_31_8_10.jpg","9"
"33","data/images/input_48_3_15.jpg","100000000"
"34","data/images/input_52_1_10.jpg","9"
"35","data/images/input_63_9_8.jpg","7"
"36","data/images/input_32_3_5.jpg","4"
"37","data/images/input_38_5_2.jpg","1"
"38","data/images/input_53_1_3.jpg","2"
"39","data/images/input_24_4_7.jpg","6"
"40","data/images/input_5_3_12.jpg","100"
"41","data/images/input_67_9_9.jpg","8"
"42","data/images/input_91_10_6.jpg","5"
"43","data/images/input_63_3_8.jpg","7"
"44","data/images/input_100_7_4.jpg","3"
"45","data/images/input_24_3_4.jpg","3"
"46","data/images/input_52_10_9.jpg","8"
"47","data/images/input_8_8_2.jpg","1"
"48","data/images/input_50_7_15.jpg","100000000"
"49","data/images/input_4_1_1.jpg","0"
"50","data/images/input_75_10_4.jpg","3"
"51","data/images/input_33_3_12.jpg","100"
"52","data/images/input_59_10_12.jpg","100"
"53","data/images/input_64_8_6.jpg","5"
"54","data/images/input_29_3_6.jpg","5"
"55","data/images/input_74_6_10.jpg","9"
"56","data/images/input_94_4_10.jpg","9"
"57","data/images/input_54_8_6.jpg","5"
"58","data/images/input_65_5_10.jpg","9"
"59","data/images/input_40_7_14.jpg","10000"
"60","data/images/input_57_3_1.jpg","0"
"61","data/images/input_46_7_7.jpg","6"
"62","data/images/input_44_5_11.jpg","10"
"63","data/images/input_2_2_15.jpg","100000000"
"64","data/images/input_69_10_7.jpg","6"
"65","data/images/input_82_7_12.jpg","100"
"66","data/images/input_27_6_4.jpg","3"
"67","data/images/input_25_10_9.jpg","8"
"68","data/images/input_93_7_7.jpg","6"
"69","data/images/input_42_5_9.jpg","8"
"70","data/images/input_55_6_10.jpg","9"
"71","data/images/input_29_4_3.jpg","2"
"72","data/images/input_94_4_9.jpg","8"
"73","data/images/input_18_2_10.jpg","9"
"74","data/images/input_4_7_15.jpg","100000000"
"75","data/images/input_4_8_5.jpg","4"
"76","data/images/input_21_5_2.jpg","1"
"77","data/images/input_58_4_4.jpg","3"
"78","data/images/input_71_2_11.jpg","10"
"79","data/images/input_24_10_14.jpg","10000"
"80","data/images/input_9_6_15.jpg","100000000"
"81","data/images/input_64_1_15.jpg","100000000"
"82","data/images/input_64_8_13.jpg","1000"
"83","data/images/input_97_2_5.jpg","4"
"84","data/images/input_10_5_10.jpg","9"
"85","data/images/input_69_8_8.jpg","7"
"86","data/images/input_99_5_6.jpg","5"
"87","data/images/input_55_10_6.jpg","5"
"88","data/images/input_49_4_15.jpg","100000000"
"89","data/images/input_98_7_10.jpg","9"
"90","data/images/input_81_9_2.jpg","1"
"91","data/images/input_33_3_3.jpg","2"
"92","data/images/input_3_10_9.jpg","8"
"93","data/images/input_26_2_9.jpg","8"
"94","data/images/input_18_5_4.jpg","3"
"95","data/images/input_64_2_7.jpg","6"
"96","data/images/input_93_3_8.jpg","7"
"97","data/images/input_4_3_12.jpg","100"
"98","data/images/input_21_8_10.jpg","9"
"99","data/images/input_20_9_2.jpg","1"
"100","data/images/input_70_8_15.jpg","100000000"
"101","data/images/input_17_9_10.jpg","9"
"102","data/images/input_34_6_8.jpg","7"
"103","data/images/input_4_5_12.jpg","100"
"104","data/images/input_49_9_12.jpg","100"
